num_bins,short_window_size,discount,base_rate,eta,tau_ok,simulation_seed,event_index,event_name,transition_type,boundary_step,window_start,window_end,source_region,target_region,source_present_before_boundary,completed,mediated_by_undecided,direct_switch,has_undecided_in_transition_path,settling_delay_steps,settling_delay_seconds,undecided_steps_before_target,transition_path_length_steps,undecided_fraction_on_transition_path
3,15,0.999,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,15,0.999,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,4.0,0.4,4,4,1.0
3,15,0.999,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,0,,,0,35,0.0
3,15,0.999,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,15,0.999,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,15,0.999,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.9,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.9,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,1,0,1,8.0,0.8,6,8,0.75
3,25,0.9,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,1,,,14,35,0.4
3,25,0.9,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,6.0,0.6000000000000001,6,6,1.0
3,25,0.9,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,18,35,0.5142857142857142
3,25,0.9,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,1,1,0,1,27.0,2.7,17,27,0.6296296296296297
3,25,0.9,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,8,35,0.22857142857142856
3,25,0.9,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,11.0,1.1,11,11,1.0
3,25,0.9,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,1,1,0,1,25.0,2.5,24,25,0.96
3,25,0.9,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,6,35,0.17142857142857143
3,25,0.9,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.9,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.95,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.95,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,1,0,1,8.0,0.8,6,8,0.75
3,25,0.95,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,1,,,7,35,0.2
3,25,0.95,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,6.0,0.6000000000000001,5,6,0.8333333333333334
3,25,0.95,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,17,35,0.4857142857142857
3,25,0.95,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,1,1,0,1,27.0,2.7,18,27,0.6666666666666666
3,25,0.95,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,6,35,0.17142857142857143
3,25,0.95,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,11.0,1.1,11,11,1.0
3,25,0.95,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,1,1,0,1,25.0,2.5,23,25,0.92
3,25,0.95,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,6,35,0.17142857142857143
3,25,0.95,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.95,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.98,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.98,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.98,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.98,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,1.0,0.1,1,1,1.0
3,25,0.98,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,15,35,0.42857142857142855
3,25,0.98,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,1,1,0,1,30.0,3.0,19,30,0.6333333333333333
3,25,0.98,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,2,35,0.05714285714285714
3,25,0.98,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,12.0,1.2000000000000002,12,12,1.0
3,25,0.98,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,1,1,0,1,28.0,2.8000000000000003,22,28,0.7857142857142857
3,25,0.98,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,4,35,0.11428571428571428
3,25,0.98,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.98,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.99,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.99,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.99,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.99,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.99,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,12,35,0.34285714285714286
3,25,0.99,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,20,35,0.5714285714285714
3,25,0.99,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.99,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,12.0,1.2000000000000002,12,12,1.0
3,25,0.99,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,1,1,0,1,31.0,3.1,20,31,0.6451612903225806
3,25,0.99,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,2,35,0.05714285714285714
3,25,0.99,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.99,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.995,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.995,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.995,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.995,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.995,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,6,35,0.17142857142857143
3,25,0.995,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,21,35,0.6
3,25,0.995,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.995,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,11.0,1.1,11,11,1.0
3,25,0.995,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,17,35,0.4857142857142857
3,25,0.995,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,25,0.995,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.995,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.999,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.999,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.999,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.999,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.999,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.999,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,0,0,0,1,,,25,35,0.7142857142857143
3,25,0.999,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.999,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,1.0,0.1,1,1,1.0
3,25,0.999,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.999,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,25,0.999,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.999,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.9,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.9,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,1,0,1,3.0,0.30000000000000004,1,3,0.3333333333333333
3,35,0.9,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.9,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.9,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,16,35,0.45714285714285713
3,35,0.9,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,26,35,0.7428571428571429
3,35,0.9,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.9,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,15.0,1.5,13,15,0.8666666666666667
3,35,0.9,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,1,1,0,1,24.0,2.4000000000000004,15,24,0.625
3,35,0.9,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,2,35,0.05714285714285714
3,35,0.9,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.9,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.95,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.95,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.95,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.95,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.95,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,15,35,0.42857142857142855
3,35,0.95,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,25,35,0.7142857142857143
3,35,0.95,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.95,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,15.0,1.5,13,15,0.8666666666666667
3,35,0.95,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,1,1,0,1,27.0,2.7,15,27,0.5555555555555556
3,35,0.95,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,1,35,0.02857142857142857
3,35,0.95,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.95,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.98,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.98,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.98,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.98,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.98,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,10,35,0.2857142857142857
3,35,0.98,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,23,35,0.6571428571428571
3,35,0.98,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.98,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,15.0,1.5,13,15,0.8666666666666667
3,35,0.98,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,1,1,0,1,31.0,3.1,16,31,0.5161290322580645
3,35,0.98,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,35,0.98,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.98,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.99,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.99,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.99,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.99,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.99,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,5,35,0.14285714285714285
3,35,0.99,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,21,35,0.6
3,35,0.99,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.99,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,15.0,1.5,13,15,0.8666666666666667
3,35,0.99,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,16,35,0.45714285714285713
3,35,0.99,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,35,0.99,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.99,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.995,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.995,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.995,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.995,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.995,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.995,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,20,35,0.5714285714285714
3,35,0.995,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.995,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,11.0,1.1,11,11,1.0
3,35,0.995,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,13,35,0.37142857142857144
3,35,0.995,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,35,0.995,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.995,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.999,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.999,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.999,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.999,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.999,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.999,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,25,35,0.7142857142857143
3,35,0.999,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.999,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.999,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.999,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,35,0.999,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.999,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.9,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.9,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.9,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,7,35,0.2
3,50,0.9,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,21,35,0.6
3,50,0.9,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,18.0,1.8,16,18,0.8888888888888888
3,50,0.9,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,1,1,0,1,32.0,3.2,12,32,0.375
3,50,0.9,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.95,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.95,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.95,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,5,35,0.14285714285714285
3,50,0.95,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,21,35,0.6
3,50,0.95,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,18.0,1.8,14,18,0.7777777777777778
3,50,0.95,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,12,35,0.34285714285714286
3,50,0.95,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.9,0.5,13,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.9,0.5,13,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.98,0.5,0.9,0.5,13,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.9,0.5,13,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.98,0.5,0.9,0.5,13,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.9,0.5,13,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.98,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.9,0.5,13,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,1,0,0,0,1,,,18,35,0.5142857142857142
3,50,0.98,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.9,0.5,13,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,11.0,1.1,11,11,1.0
3,50,0.98,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,12,35,0.34285714285714286
3,50,0.98,0.5,0.9,0.5,13,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
