num_bins,short_window_size,discount,base_rate,eta,tau_ok,simulation_seed,event_index,event_name,transition_type,boundary_step,window_start,window_end,source_region,target_region,source_present_before_boundary,completed,mediated_by_undecided,direct_switch,has_undecided_in_transition_path,settling_delay_steps,settling_delay_seconds,undecided_steps_before_target,transition_path_length_steps,undecided_fraction_on_transition_path
3,25,0.98,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,1,,,6,35,0.17142857142857143
3,25,0.98,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
3,25,0.98,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,18,35,0.5142857142857142
3,25,0.98,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
3,25,0.98,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,10,35,0.2857142857142857
3,25,0.98,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,9.0,0.9,9,9,1.0
3,25,0.98,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,8,35,0.22857142857142856
3,25,0.98,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,11,35,0.3142857142857143
3,25,0.98,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,1,,,8,35,0.22857142857142856
3,25,0.98,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
3,25,0.99,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.99,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,25,0.99,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,25,0.99,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
3,25,0.99,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,12,35,0.34285714285714286
3,25,0.99,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,16.0,1.6,16,16,1.0
3,25,0.99,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,8,35,0.22857142857142856
3,25,0.99,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,9.0,0.9,9,9,1.0
3,25,0.99,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,6,35,0.17142857142857143
3,25,0.99,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,9,35,0.2571428571428571
3,25,0.99,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,1,,,6,35,0.17142857142857143
3,25,0.99,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
3,35,0.9,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,1,,,4,35,0.11428571428571428
3,35,0.9,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.9,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,1,,,1,35,0.02857142857142857
3,35,0.9,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
3,35,0.9,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,15,35,0.42857142857142855
3,35,0.9,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
3,35,0.9,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,8,35,0.22857142857142856
3,35,0.9,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,10.0,1.0,10,10,1.0
3,35,0.9,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,7,35,0.2
3,35,0.9,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,7,35,0.2
3,35,0.9,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,1,,,6,35,0.17142857142857143
3,35,0.9,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,33,35,0.9428571428571428
3,35,0.95,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,1,,,1,35,0.02857142857142857
3,35,0.95,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.95,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.95,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
3,35,0.95,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,10,35,0.2857142857142857
3,35,0.95,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
3,35,0.95,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,7,35,0.2
3,35,0.95,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,10.0,1.0,10,10,1.0
3,35,0.95,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,6,35,0.17142857142857143
3,35,0.95,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,6,35,0.17142857142857143
3,35,0.95,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,1,,,5,35,0.14285714285714285
3,35,0.95,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
3,35,0.98,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.98,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.98,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.98,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
3,35,0.98,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,6,35,0.17142857142857143
3,35,0.98,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,16.0,1.6,16,16,1.0
3,35,0.98,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,5,35,0.14285714285714285
3,35,0.98,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,10.0,1.0,10,10,1.0
3,35,0.98,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,3,35,0.08571428571428572
3,35,0.98,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,5,35,0.14285714285714285
3,35,0.98,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,1,,,3,35,0.08571428571428572
3,35,0.98,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
3,35,0.99,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.99,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,35,0.99,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,35,0.99,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
3,35,0.99,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,5,35,0.14285714285714285
3,35,0.99,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,17.0,1.7000000000000002,17,17,1.0
3,35,0.99,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,4,35,0.11428571428571428
3,35,0.99,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,9.0,0.9,9,9,1.0
3,35,0.99,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,1,35,0.02857142857142857
3,35,0.99,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,3,35,0.08571428571428572
3,35,0.99,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,1,,,2,35,0.05714285714285714
3,35,0.99,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
3,50,0.9,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.9,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.9,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,3,35,0.08571428571428572
3,50,0.9,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,17.0,1.7000000000000002,17,17,1.0
3,50,0.9,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,2,35,0.05714285714285714
3,50,0.9,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,13.0,1.3,12,13,0.9230769230769231
3,50,0.9,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.9,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
3,50,0.95,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.95,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.95,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,1,35,0.02857142857142857
3,50,0.95,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,19.0,1.9000000000000001,18,19,0.9473684210526315
3,50,0.95,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,1,35,0.02857142857142857
3,50,0.95,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,13.0,1.3,12,13,0.9230769230769231
3,50,0.95,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.95,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
3,50,0.98,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.98,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.98,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,27.0,2.7,26,27,0.9629629629629629
3,50,0.98,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,10.0,1.0,10,10,1.0
3,50,0.98,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.98,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
3,50,0.99,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.99,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.99,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.99,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,0,1,0,0.0,0.0,0,0,
3,50,0.99,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.99,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,1,1,0,1,27.0,2.7,27,27,1.0
3,50,0.99,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.99,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,9.0,0.9,9,9,1.0
3,50,0.99,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.99,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,0,,,0,35,0.0
3,50,0.99,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,0,,,0,35,0.0
3,50,0.99,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
5,20,0.9,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,1,,,33,35,0.9428571428571428
5,20,0.9,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,1,0,1,29.0,2.9000000000000004,28,29,0.9655172413793104
5,20,0.9,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,0,0,0,0,1,,,27,35,0.7714285714285715
5,20,0.9,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,30.0,3.0,30,30,1.0
5,20,0.9,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,0,0,0,0,1,,,35,35,1.0
5,20,0.9,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,0,0,0,1,,,35,35,1.0
5,20,0.9,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,0,0,0,0,1,,,27,35,0.7714285714285715
5,20,0.9,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,14.0,1.4000000000000001,14,14,1.0
5,20,0.9,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,0,0,0,0,1,,,32,35,0.9142857142857143
5,20,0.9,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,23,35,0.6571428571428571
5,20,0.9,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,0,0,0,0,1,,,35,35,1.0
5,20,0.9,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
5,20,0.95,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,1,,,30,35,0.8571428571428571
5,20,0.95,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,1,0,1,5.0,0.5,5,5,1.0
5,20,0.95,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,1,,,17,35,0.4857142857142857
5,20,0.95,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,30.0,3.0,30,30,1.0
5,20,0.95,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,0,0,0,0,1,,,35,35,1.0
5,20,0.95,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,0,0,0,1,,,35,35,1.0
5,20,0.95,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,0,0,0,0,1,,,23,35,0.6571428571428571
5,20,0.95,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
5,20,0.95,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,0,0,0,0,1,,,30,35,0.8571428571428571
5,20,0.95,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,22,35,0.6285714285714286
5,20,0.95,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,0,0,0,0,1,,,33,35,0.9428571428571428
5,20,0.95,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
5,20,0.98,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,1,,,24,35,0.6857142857142857
5,20,0.98,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,1,0,1,4.0,0.4,4,4,1.0
5,20,0.98,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,1,,,13,35,0.37142857142857144
5,20,0.98,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,30.0,3.0,30,30,1.0
5,20,0.98,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,29,35,0.8285714285714286
5,20,0.98,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,0,0,0,1,,,34,35,0.9714285714285714
5,20,0.98,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,17,35,0.4857142857142857
5,20,0.98,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,17.0,1.7000000000000002,16,17,0.9411764705882353
5,20,0.98,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,16,35,0.45714285714285713
5,20,0.98,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,20,35,0.5714285714285714
5,20,0.98,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,0,0,0,0,1,,,20,35,0.5714285714285714
5,20,0.98,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
5,20,0.99,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,0,,,0,35,0.0
5,20,0.99,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,0,1,0,0.0,0.0,0,0,
5,20,0.99,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,1,,,3,35,0.08571428571428572
5,20,0.99,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,29.0,2.9000000000000004,29,29,1.0
5,20,0.99,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,22,35,0.6285714285714286
5,20,0.99,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,0,0,0,1,,,35,35,1.0
5,20,0.99,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,1,0,0,0,1,,,11,35,0.3142857142857143
5,20,0.99,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,17.0,1.7000000000000002,17,17,1.0
5,20,0.99,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,1,0,0,0,1,,,11,35,0.3142857142857143
5,20,0.99,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,22,35,0.6285714285714286
5,20,0.99,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,1,0,0,0,1,,,10,35,0.2857142857142857
5,20,0.99,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
5,25,0.9,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,1,,,28,35,0.8
5,25,0.9,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,1,0,1,5.0,0.5,5,5,1.0
5,25,0.9,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,1,,,14,35,0.4
5,25,0.9,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,31.0,3.1,31,31,1.0
5,25,0.9,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,35,35,1.0
5,25,0.9,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,recovery,600,595,635,-1,1,0,0,0,0,1,,,35,35,1.0
5,25,0.9,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,onset,700,695,735,1,-1,0,0,0,0,1,,,23,35,0.6571428571428571
5,25,0.9,0.5,0.95,0.5,4,3,truncated_gaussian_measurement_noise,recovery,800,795,835,-1,1,0,1,1,0,1,15.0,1.5,15,15,1.0
5,25,0.9,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,onset,900,895,935,1,-1,0,0,0,0,1,,,28,35,0.8
5,25,0.9,0.5,0.95,0.5,4,4,coordinated_turn_model_mismatch,recovery,1000,995,1035,-1,1,1,0,0,0,1,,,21,35,0.6
5,25,0.9,0.5,0.95,0.5,4,5,process_noise_x_increased,onset,1100,1095,1135,1,-1,0,0,0,0,1,,,34,35,0.9714285714285714
5,25,0.9,0.5,0.95,0.5,4,5,process_noise_x_increased,recovery,1300,1295,1335,-1,1,0,0,0,0,1,,,35,35,1.0
5,25,0.95,0.5,0.95,0.5,4,0,measurement_outliers,onset,100,95,135,1,-1,1,0,0,0,1,,,26,35,0.7428571428571429
5,25,0.95,0.5,0.95,0.5,4,0,measurement_outliers,recovery,200,195,235,-1,1,0,1,1,0,1,5.0,0.5,5,5,1.0
5,25,0.95,0.5,0.95,0.5,4,1,measurement_noise_x_increased,onset,300,295,335,1,-1,1,0,0,0,1,,,13,35,0.37142857142857144
5,25,0.95,0.5,0.95,0.5,4,1,measurement_noise_x_increased,recovery,400,395,435,-1,1,0,1,1,0,1,31.0,3.1,31,31,1.0
5,25,0.95,0.5,0.95,0.5,4,2,measurement_noise_xy_decreased,onset,500,495,535,1,-1,1,0,0,0,1,,,33,35,0.9428571428571428
